"s","o"
"https://w3id.org/framester/wn/wn30/instances/synset-recruitment-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-earned_run-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-mark-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-consummate-verb-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-fait_accompli-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-culminate-verb-3","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-finagler-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-attainable-adjectivesatellite-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-feat-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-credit-noun-4","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-underperformer-noun-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-arrival-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-plier-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-close_call-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-wangle-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"http://babelnet.org/rdf/s00073490n","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"http://babelnet.org/rdf/s00023293n","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"http://babelnet.org/rdf/s00024284n","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"http://babelnet.org/rdf/s00068800n","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"http://babelnet.org/rdf/s00074818n","https://w3id.org/spice/SON/SchwartzValues#Achievement"
